Day,Month,Hour end,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI [Wh/m2],BHI,DHI,BNI,Reliability
1,1,00:15,0,0,0,0,0,0,0,0,0,1
1,1,00:30,0,0,0,0,0,0,0,0,0,1
1,1,00:45,0,0,0,0,0,0,0,0,0,1
1,1,00:00,0,0,0,0,0,0,0,0,0,1
1,1,01:15,0,0,0,0,0,0,0,0,0,1
1,1,01:30,0,0,0,0,0,0,0,0,0,1
1,1,01:45,0,0,0,0,0,0,0,0,0,1
1,1,01:00,0,0,0,0,0,0,0,0,0,1
1,1,02:15,0,0,0,0,0,0,0,0,0,1
1,1,02:30,0,0,0,0,0,0,0,0,0,1
1,1,02:45,0,0,0,0,0,0,0,0,0,1
1,1,02:00,0,0,0,0,0,0,0,0,0,1
1,1,03:15,0,0,0,0,0,0,0,0,0,1
1,1,03:30,0,0,0,0,0,0,0,0,0,1
1,1,03:45,0,0,0,0,0,0,0,0,0,1
1,1,03:00,0,0,0,0,0,0,0,0,0,1
1,1,04:15,0,0,0,0,0,0,0,0,0,1
1,1,04:30,0,0,0,0,0,0,0,0,0,1
1,1,04:45,0,0,0,0,0,0,0,0,0,1
1,1,04:00,0,0,0,0,0,0,0,0,0,1
1,1,05:15,0,0,0,0,0,0,0,0,0,1
1,1,05:30,0,0,0,0,0,0,0,0,0,1
1,1,05:45,0,0,0,0,0,0,0,0,0,1
1,1,05:00,0,0,0,0,0,0,0,0,0,1
1,1,06:15,0,0,0,0,0,0,0,0,0,1
1,1,06:30,0,0,0,0,0,0,0,0,0,1
1,1,06:45,0,0,0,0,0,0,0,0,0,1
1,1,06:00,0,0,0,0,0,0,0,0,0,1
1,1,07:15,0,0,0,0,0,0,0,0,0,1
1,1,07:30,1.8166,0.46736,0.03608,0.43124,0,0.2231,0,0.2231,0,0.5333
1,1,07:45,14.49864,5.02928,1.45602,3.57328,32.05162,2.4865,0.0253,2.46118,0.43862,0.8
1,1,07:00,28.5835,12.5025,5.64432,6.8582,68.22558,8.71638,1.1634,7.55298,13.39352,1
1,1,08:15,42.15694,21.23298,11.61128,9.62172,96.29626,16.07042,6.37,9.75678,51.93832,1
1,1,08:30,55.16086,30.4674,18.56724,11.90018,118.09976,24.70086,14.60996,10.30838,92.60262,1
1,1,08:45,67.53958,39.78564,25.99932,13.78628,135.25616,33.16844,20.9227,12.57882,108.90802,1
1,1,08:00,79.24014,48.93198,33.56482,15.36718,148.93262,40.54602,25.836,14.77126,114.71404,1
1,1,09:15,90.21248,57.72266,40.98032,16.74238,159.78212,45.98804,28.30348,17.68458,110.44686,1
1,1,09:30,100.40964,66.03392,48.06796,17.96594,168.4187,52.11318,32.1921,19.92106,112.7123,1
1,1,09:45,109.7879,73.7838,54.74522,19.03858,175.4515,61.06216,37.80826,23.25386,121.03174,1
1,1,09:00,118.30722,80.89632,60.9158,19.98052,181.18396,66.54512,42.7983,23.74686,127.32308,1
1,1,10:15,125.93108,87.30954,66.50348,20.80604,185.8388,70.42414,45.64362,24.78056,127.52764,1
1,1,10:30,132.62678,92.97278,71.44736,21.52544,189.58148,75.65222,49.87078,25.7814,132.29238,1
1,1,10:45,138.3658,97.84372,75.69668,22.14702,192.53072,80.62294,54.42714,26.19578,138.39788,1
1,1,10:00,143.12348,101.88812,79.21126,22.67684,194.77592,83.8667,57.10666,26.76004,140.39996,1
1,1,11:15,146.87946,105.07884,81.9595,23.11934,196.38226,84.4428,56.92742,27.51536,136.37964,1
1,1,11:30,149.61768,107.39522,83.91778,23.47746,197.39572,85.65768,58.85992,26.7978,138.41402,1
1,1,11:45,151.3264,108.82332,85.07012,23.7532,197.84716,87.7459,60.7723,26.9736,141.29992,1
1,1,11:00,151.99832,109.35398,85.4125,23.9415,197.76494,89.842,61.96552,27.87644,143.43694,1
1,1,12:15,151.63056,108.97036,84.9338,24.03656,197.13242,90.13194,61.7253,28.4066,143.22308,1
1,1,12:30,150.22472,107.67428,83.63594,24.03836,195.93476,93.3393,65.6837,27.65558,153.86788,0.84
1,1,12:45,147.78676,105.48682,81.53746,23.94936,194.16692,92.83722,67.11898,25.71824,159.7874,0.96
1,1,12:00,144.32712,102.4219,78.6581,23.7638,191.79616,88.08944,58.90406,29.18542,143.56686,1
1,1,13:15,139.8607,98.4996,75.02518,23.47442,188.77458,85.39754,55.26688,30.13064,139.06386,1
1,1,13:30,134.40652,93.74638,70.67428,23.0721,185.03608,79.8068,51.98302,27.82378,136.04078,1
1,1,13:45,127.98796,88.1959,65.6502,22.54578,180.49236,74.36598,46.5865,27.77946,128.07226,1
1,1,13:00,120.63254,81.89036,60.00864,21.88178,175.02856,67.9464,42.34832,25.59814,123.44466,1
1,1,14:15,112.3717,74.88046,53.81656,21.06392,168.48904,63.78582,39.7337,24.05212,124.4049,1
1,1,14:30,103.24078,67.2287,47.15682,20.0719,160.67048,56.9705,34.93344,22.03706,118.91658,1
1,1,14:45,93.27898,59.0159,40.13974,18.87612,151.33054,47.14312,25.51604,21.62706,96.0106,1
1,1,14:00,82.52884,50.33738,32.89372,17.44366,140.10894,39.28626,19.6523,19.63396,83.62606,1
1,1,15:15,71.0364,41.34546,25.64806,15.6974,126.83844,35.042,17.4705,17.57152,86.57514,1
1,1,15:30,58.85088,32.1999,18.60436,13.59556,110.9057,28.80178,13.45524,15.34654,80.15288,1
1,1,15:45,46.0244,23.1052,12.00084,11.10436,91.20044,19.27002,8.17872,11.0913,62.06028,1
1,1,15:00,32.61194,14.42582,6.2771,8.14868,66.7349,12.5966,3.71944,8.87714,39.30296,1
1,1,16:15,18.67088,6.76612,2.0503,4.71582,36.48126,6.39494,1.41388,4.98106,25.59572,1
1,1,16:30,4.57384,1.25414,0.14674,1.1074,4.56172,1.14974,0.12414,1.02562,3.8425,1
1,1,16:45,0,0,0,0,0,0,0,0,0,1
1,1,16:00,0,0,0,0,0,0,0,0,0,1
1,1,17:15,0,0,0,0,0,0,0,0,0,1
1,1,17:30,0,0,0,0,0,0,0,0,0,1
1,1,17:45,0,0,0,0,0,0,0,0,0,1
1,1,17:00,0,0,0,0,0,0,0,0,0,1
1,1,18:15,0,0,0,0,0,0,0,0,0,1
1,1,18:30,0,0,0,0,0,0,0,0,0,1
1,1,18:45,0,0,0,0,0,0,0,0,0,1
1,1,18:00,0,0,0,0,0,0,0,0,0,1
1,1,19:15,0,0,0,0,0,0,0,0,0,1
1,1,19:30,0,0,0,0,0,0,0,0,0,1
1,1,19:45,0,0,0,0,0,0,0,0,0,1
1,1,19:00,0,0,0,0,0,0,0,0,0,1
1,1,20:15,0,0,0,0,0,0,0,0,0,1
1,1,20:30,0,0,0,0,0,0,0,0,0,1
1,1,20:45,0,0,0,0,0,0,0,0,0,1
1,1,20:00,0,0,0,0,0,0,0,0,0,1
1,1,21:15,0,0,0,0,0,0,0,0,0,1
1,1,21:30,0,0,0,0,0,0,0,0,0,1
1,1,21:45,0,0,0,0,0,0,0,0,0,1
1,1,21:00,0,0,0,0,0,0,0,0,0,1
1,1,22:15,0,0,0,0,0,0,0,0,0,1
1,1,22:30,0,0,0,0,0,0,0,0,0,1
1,1,22:45,0,0,0,0,0,0,0,0,0,1
1,1,22:00,0,0,0,0,0,0,0,0,0,1
1,1,23:15,0,0,0,0,0,0,0,0,0,1
1,1,23:30,0,0,0,0,0,0,0,0,0,1
1,1,23:45,0,0,0,0,0,0,0,0,0,1
1,1,23:00,0,0,0,0,0,0,0,0,0,1
2,1,00:15,0,0,0,0,0,0,0,0,0,1
2,1,00:30,0,0,0,0,0,0,0,0,0,1
2,1,00:45,0,0,0,0,0,0,0,0,0,1
2,1,00:00,0,0,0,0,0,0,0,0,0,1
2,1,01:15,0,0,0,0,0,0,0,0,0,1
2,1,01:30,0,0,0,0,0,0,0,0,0,1
2,1,01:45,0,0,0,0,0,0,0,0,0,1
2,1,01:00,0,0,0,0,0,0,0,0,0,1
2,1,02:15,0,0,0,0,0,0,0,0,0,1
2,1,02:30,0,0,0,0,0,0,0,0,0,1
2,1,02:45,0,0,0,0,0,0,0,0,0,1
2,1,02:00,0,0,0,0,0,0,0,0,0,1
2,1,03:15,0,0,0,0,0,0,0,0,0,1
2,1,03:30,0,0,0,0,0,0,0,0,0,1
2,1,03:45,0,0,0,0,0,0,0,0,0,1
2,1,03:00,0,0,0,0,0,0,0,0,0,1
2,1,04:15,0,0,0,0,0,0,0,0,0,1
2,1,04:30,0,0,0,0,0,0,0,0,0,1
2,1,04:45,0,0,0,0,0,0,0,0,0,1
2,1,04:00,0,0,0,0,0,0,0,0,0,1
2,1,05:15,0,0,0,0,0,0,0,0,0,1
2,1,05:30,0,0,0,0,0,0,0,0,0,1
2,1,05:45,0,0,0,0,0,0,0,0,0,1
2,1,05:00,0,0,0,0,0,0,0,0,0,1
2,1,06:15,0,0,0,0,0,0,0,0,0,1
2,1,06:30,0,0,0,0,0,0,0,0,0,1
2,1,06:45,0,0,0,0,0,0,0,0,0,1
2,1,06:00,0,0,0,0,0,0,0,0,0,1
2,1,07:15,0,0,0,0,0,0,0,0,0,1
2,1,07:30,1.77948,0.48316,0.06758,0.41556,0,0.31806,0.0175,0.30056,0,0.5333
2,1,07:45,14.43618,5.3387,1.9512,3.38746,43.79048,3.5919,0.5326,3.0593,11.75654,0.64
2,1,07:00,28.54572,13.22124,6.87344,6.34782,83.38434,10.7329,3.75508,6.9778,44.6138,0.96
2,1,08:15,42.1454,22.29426,13.55016,8.74408,112.50062,19.63022,7.29842,12.33176,60.77326,1
2,1,08:30,55.17698,31.78332,21.11876,10.6646,134.34668,26.34112,12.99902,13.34266,82.3931,1
2,1,08:45,67.58466,41.28498,29.06468,12.22028,151.14114,35.6617,19.86666,15.79506,103.13076,1
2,1,08:00,79.31534,50.56564,37.0625,13.50318,164.3257,44.46472,26.75416,17.71058,118.61076,1
2,1,09:15,90.31884,59.47222,44.9031,14.56914,174.89028,51.7142,32.40766,19.30656,126.24828,1
2,1,09:30,100.54808,67.8915,52.43134,15.46016,183.47128,58.12916,34.81234,23.31682,121.92,1
2,1,09:45,109.95922,75.73482,59.51936,16.21552,190.471,61.17192,35.47692,25.69502,113.61846,1
2,1,09:00,118.51202,82.9306,66.07444,16.85616,196.20364,66.13166,38.61682,27.51482,114.6525,1
2,1,10:15,126.1699,89.4195,72.02246,17.39706,200.89582,77.49684,50.11008,27.38676,139.6481,1
2,1,10:30,132.89996,95.15232,77.30302,17.84926,204.7133,79.39598,49.8774,29.51862,132.16752,1
2,1,10:45,138.67352,100.08856,81.8671,18.2215,207.7789,77.2271,49.9835,27.24358,126.81654,1
2,1,10:00,143.4658,104.1952,85.67488,18.5203,210.18362,83.05708,54.84758,28.20952,134.50568,1
2,1,11:15,147.25628,107.44588,88.69512,18.75076,211.9949,86.56322,58.95856,27.60468,140.90184,1
2,1,11:30,150.02874,109.8208,90.90526,18.91556,213.2642,90.60246,61.01024,29.59218,143.11602,1
2,1,11:45,151.7714,111.3054,92.28692,19.01848,214.02106,86.0708,52.37614,33.69466,121.47258,1
2,1,11:00,152.47664,111.89086,92.82942,19.06144,214.2842,89.15962,58.45522,30.7044,134.91518,1
2,1,12:15,152.14156,111.57674,92.52322,19.05352,214.0484,92.5869,67.4683,25.11862,156.05078,1
2,1,12:30,150.76756,110.3652,91.37106,18.99414,213.31004,92.0742,68.58328,23.49092,160.05406,1
2,1,12:45,148.3605,108.26076,89.38816,18.87258,212.06686,88.16982,61.81546,26.35432,146.61788,1
2,1,12:00,144.9307,105.27628,86.59066,18.68564,210.29126,96.30426,74.407,21.89726,180.79758,1
2,1,13:15,140.49292,101.43038,83.00156,18.42874,207.94138,95.0461,72.22416,22.82196,180.93382,1
2,1,13:30,135.066,96.74764,78.65136,18.09628,204.9584,91.61372,70.87536,20.73834,184.74764,1
2,1,13:45,128.6733,91.26016,73.58044,17.67972,201.26754,85.27408,63.55876,21.7153,173.82904,1
2,1,13:00,121.34218,85.00644,67.83614,17.17028,196.76126,78.67638,57.2334,21.44302,166.0315,0.84
2,1,14:15,113.10394,78.03312,61.47532,16.5578,191.2924,72.08238,51.55316,20.52924,160.44838,0.96
2,1,14:30,103.99394,70.39738,54.56966,15.82772,184.66802,65.95418,47.51136,18.44282,160.82978,1
2,1,14:45,94.05112,62.16848,47.2075,14.96096,176.6248,55.76578,36.06558,19.7002,134.76874,1
2,1,14:00,83.31804,53.43102,39.50046,13.93056,166.7973,46.69936,28.53058,18.16876,120.45368,1
2,1,15:15,71.8407,44.2698,31.54168,12.72812,154.40664,38.21594,20.11604,18.09984,98.34576,1
2,1,15:30,59.66824,34.8286,23.53848,11.2901,138.6268,30.9617,15.39658,15.56514,90.92986,1
2,1,15:45,46.8527,25.33676,15.83564,9.50114,118.54808,23.29378,10.54954,12.74424,78.99916,1
2,1,15:00,33.44902,16.1295,8.86804,7.26146,92.4601,15.20008,6.1383,9.06178,64.24554,1
2,1,16:15,19.5145,7.81086,3.32952,4.48136,57.86732,7.36594,1.71484,5.65106,28.74152,1
2,1,16:30,5.26788,1.58004,0.34954,1.23052,9.80182,1.41368,0.11878,1.2949,3.38718,1
2,1,16:45,0,0,0,0,0,0,0,0,0,1
2,1,16:00,0,0,0,0,0,0,0,0,0,1
2,1,17:15,0,0,0,0,0,0,0,0,0,1
2,1,17:30,0,0,0,0,0,0,0,0,0,1
2,1,17:45,0,0,0,0,0,0,0,0,0,1
2,1,17:00,0,0,0,0,0,0,0,0,0,1
2,1,18:15,0,0,0,0,0,0,0,0,0,1
2,1,18:30,0,0,0,0,0,0,0,0,0,1
2,1,18:45,0,0,0,0,0,0,0,0,0,1
2,1,18:00,0,0,0,0,0,0,0,0,0,1
2,1,19:15,0,0,0,0,0,0,0,0,0,1
2,1,19:30,0,0,0,0,0,0,0,0,0,1
2,1,19:45,0,0,0,0,0,0,0,0,0,1
2,1,19:00,0,0,0,0,0,0,0,0,0,1
2,1,20:15,0,0,0,0,0,0,0,0,0,1
2,1,20:30,0,0,0,0,0,0,0,0,0,1
2,1,20:45,0,0,0,0,0,0,0,0,0,1
2,1,20:00,0,0,0,0,0,0,0,0,0,1
2,1,21:15,0,0,0,0,0,0,0,0,0,1
2,1,21:30,0,0,0,0,0,0,0,0,0,1
2,1,21:45,0,0,0,0,0,0,0,0,0,1
2,1,21:00,0,0,0,0,0,0,0,0,0,1
2,1,22:15,0,0,0,0,0,0,0,0,0,1
2,1,22:30,0,0,0,0,0,0,0,0,0,1
2,1,22:45,0,0,0,0,0,0,0,0,0,1
2,1,22:00,0,0,0,0,0,0,0,0,0,1
2,1,23:15,0,0,0,0,0,0,0,0,0,1
2,1,23:30,0,0,0,0,0,0,0,0,0,1
2,1,23:45,0,0,0,0,0,0,0,0,0,1
2,1,23:00,0,0,0,0,0,0,0,0,0,1
3,1,00:15,0,0,0,0,0,0,0,0,0,1
3,1,00:30,0,0,0,0,0,0,0,0,0,1
3,1,00:45,0,0,0,0,0,0,0,0,0,1
3,1,00:00,0,0,0,0,0,0,0,0,0,1
3,1,01:15,0,0,0,0,0,0,0,0,0,1
3,1,01:30,0,0,0,0,0,0,0,0,0,1
3,1,01:45,0,0,0,0,0,0,0,0,0,1
3,1,01:00,0,0,0,0,0,0,0,0,0,1
3,1,02:15,0,0,0,0,0,0,0,0,0,1
3,1,02:30,0,0,0,0,0,0,0,0,0,1
3,1,02:45,0,0,0,0,0,0,0,0,0,1
3,1,02:00,0,0,0,0,0,0,0,0,0,1
3,1,03:15,0,0,0,0,0,0,0,0,0,1
3,1,03:30,0,0,0,0,0,0,0,0,0,1
3,1,03:45,0,0,0,0,0,0,0,0,0,1
3,1,03:00,0,0,0,0,0,0,0,0,0,1
3,1,04:15,0,0,0,0,0,0,0,0,0,1
3,1,04:30,0,0,0,0,0,0,0,0,0,1
3,1,04:45,0,0,0,0,0,0,0,0,0,1
3,1,04:00,0,0,0,0,0,0,0,0,0,1
3,1,05:15,0,0,0,0,0,0,0,0,0,1
3,1,05:30,0,0,0,0,0,0,0,0,0,1
3,1,05:45,0,0,0,0,0,0,0,0,0,1
3,1,05:00,0,0,0,0,0,0,0,0,0,1
3,1,06:15,0,0,0,0,0,0,0,0,0,1
3,1,06:30,0,0,0,0,0,0,0,0,0,1
3,1,06:45,0,0,0,0,0,0,0,0,0,1
3,1,06:00,0,0,0,0,0,0,0,0,0,1
3,1,07:15,0,0,0,0,0,0,0,0,0,1
3,1,07:30,1.76022,0.43884,0.02554,0.41326,0,0.25552,0,0.25552,0,0.5333
3,1,07:45,14.41236,4.8137,1.21552,3.59818,26.68672,2.84266,0.03264,2.81,0.56672,0.8
3,1,07:00,28.547,12.06806,5.01254,7.0555,60.5582,8.47478,1.52224,6.95252,17.6151,1
3,1,08:15,42.17328,20.63596,10.647,9.98896,88.209,15.9858,5.66074,10.3722,46.45958,1
3,1,08:30,55.2328,29.76976,17.37578,12.39402,110.34814,25.49534,10.8309,14.66524,68.63464,1
3,1,08:45,67.66972,39.03624,24.67726,14.35896,128.11786,31.76226,15.45352,16.30876,80.25472,1
3,1,08:00,79.43076,48.16568,32.18848,15.97722,142.4788,38.30018,19.00812,19.2921,84.1323,1
3,1,09:15,90.46562,56.96586,39.63096,17.3349,154.08954,45.41104,23.0039,22.40714,89.40864,1
3,1,09:30,100.72708,65.30376,46.81488,18.48886,163.51702,50.95472,29.48298,21.47174,102.84262,1
3,1,09:45,110.1712,73.09242,53.63046,19.46196,171.29,56.54956,34.93072,21.61888,111.5546,1
3,1,09:00,118.75754,80.25396,59.97442,20.27954,177.71944,62.76412,39.16724,23.59688,116.03844,1
3,1,10:15,126.44934,86.72342,65.76034,20.96306,183.02296,68.97712,43.13202,25.84508,120.01308,1
3,1,10:30,133.21374,92.44894,70.92196,21.52698,187.37398,78.90828,50.71254,28.19574,133.92106,1
3,1,10:45,139.02174,97.38806,75.40544,21.98262,190.90248,77.96838,50.28384,27.68452,127.3127,1
3,1,10:00,143.84848,101.50636,79.16732,22.33906,193.70578,81.86292,52.72464,29.13824,128.96348,1
3,1,11:15,147.67324,104.77654,82.17308,22.60348,195.85602,91.0285,59.74116,31.2874,142.34428,1
3,1,11:30,150.47976,107.178,84.3998,22.7782,197.41398,95.66182,63.89606,31.76578,149.44164,1
3,1,11:45,152.25596,108.69626,85.8312,22.86508,198.42182,95.38612,63.6203,31.76582,147.0647,1
3,1,11:00,152.99426,109.32262,86.4563,22.8663,198.9037,92.58936,60.35038,32.23904,138.81958,1
3,1,12:15,152.69148,109.01036,86.12972,22.88062,198.54554,95.6565,62.8829,32.77358,144.94124,1
3,1,12:30,151.34892,107.76044,84.84656,22.91386,197.32234,92.5737,57.39992,35.17382,133.48504,1
3,1,12:45,148.97232,105.6253,82.7692,22.85608,195.56114,87.08916,51.69038,35.3988,122.1461,1
3,1,12:00,145.57188,102.61874,79.91556,22.70318,193.22774,85.12988,50.20678,34.92308,121.43572,1
3,1,13:15,141.16216,98.76016,76.3056,22.45454,190.26024,83.0438,49.9327,33.1111,124.53942,1
3,1,13:30,135.76198,94.07896,71.9758,22.10318,186.59912,78.80548,46.77072,32.03472,121.26648,1
3,1,13:45,129.39454,88.6049,66.96816,21.63672,182.15506,74.31364,46.07246,28.24118,125.3967,1
3,1,13:00,122.08704,82.37758,61.3346,21.043,176.80958,67.76564,42.19538,25.57026,121.60602,1
3,1,14:15,113.8708,75.44664,55.13856,20.30804,170.4058,55.70418,29.6167,26.08748,91.40958,1
3,1,14:30,104.78098,67.87274,48.46014,19.41258,162.74158,48.29826,24.25674,24.04154,81.48484,1
3,1,14:45,94.85652,59.73038,41.39834,18.33206,153.54598,44.1579,21.52788,22.63004,79.92716,1
3,1,14:00,84.13986,51.11282,34.07996,17.03282,142.46056,35.94376,16.83172,19.11204,70.34136,1
3,1,15:15,72.67688,42.16174,26.71754,15.4442,129.2376,29.8562,12.63788,17.21832,61.11204,1
3,1,15:30,60.51674,33.03474,19.5198,13.51494,113.27684,26.04622,9.15862,16.8876,53.22042,1
3,1,15:45,47.71138,23.93768,12.74256,11.19508,93.57,20.02688,5.59612,14.43076,41.01822,1
3,1,15:00,34.31572,15.22244,6.82504,8.3974,69.19516,13.34622,2.69416,10.65208,27.351,1
3,1,16:15,20.38704,7.4609,2.3709,5.09002,39.12544,6.94052,1.05944,5.88112,17.45978,1
3,1,16:30,6.03452,1.66518,0.20614,1.45902,6.14126,1.30408,0.05208,1.25198,1.59318,1
3,1,16:45,0,0,0,0,0,0,0,0,0,1
3,1,16:00,0,0,0,0,0,0,0,0,0,1
3,1,17:15,0,0,0,0,0,0,0,0,0,1
3,1,17:30,0,0,0,0,0,0,0,0,0,1
3,1,17:45,0,0,0,0,0,0,0,0,0,1
3,1,17:00,0,0,0,0,0,0,0,0,0,1
3,1,18:15,0,0,0,0,0,0,0,0,0,1
3,1,18:30,0,0,0,0,0,0,0,0,0,1
3,1,18:45,0,0,0,0,0,0,0,0,0,1
3,1,18:00,0,0,0,0,0,0,0,0,0,1
3,1,19:15,0,0,0,0,0,0,0,0,0,1
3,1,19:30,0,0,0,0,0,0,0,0,0,1
3,1,19:45,0,0,0,0,0,0,0,0,0,1
3,1,19:00,0,0,0,0,0,0,0,0,0,1
3,1,20:15,0,0,0,0,0,0,0,0,0,1
3,1,20:30,0,0,0,0,0,0,0,0,0,1
3,1,20:45,0,0,0,0,0,0,0,0,0,1
3,1,20:00,0,0,0,0,0,0,0,0,0,1
3,1,21:15,0,0,0,0,0,0,0,0,0,1
3,1,21:30,0,0,0,0,0,0,0,0,0,1
3,1,21:45,0,0,0,0,0,0,0,0,0,1
3,1,21:00,0,0,0,0,0,0,0,0,0,1
3,1,22:15,0,0,0,0,0,0,0,0,0,1
3,1,22:30,0,0,0,0,0,0,0,0,0,1
3,1,22:45,0,0,0,0,0,0,0,0,0,1
3,1,22:00,0,0,0,0,0,0,0,0,0,1
3,1,23:15,0,0,0,0,0,0,0,0,0,1
3,1,23:30,0,0,0,0,0,0,0,0,0,1
3,1,23:45,0,0,0,0,0,0,0,0,0,1
3,1,23:00,0,0,0,0,0,0,0,0,0,1
4,1,00:15,0,0,0,0,0,0,0,0,0,1
4,1,00:30,0,0,0,0,0,0,0,0,0,1
4,1,00:45,0,0,0,0,0,0,0,0,0,1
4,1,00:00,0,0,0,0,0,0,0,0,0,1
4,1,01:15,0,0,0,0,0,0,0,0,0,1
4,1,01:30,0,0,0,0,0,0,0,0,0,1
4,1,01:45,0,0,0,0,0,0,0,0,0,1
4,1,01:00,0,0,0,0,0,0,0,0,0,1
4,1,02:15,0,0,0,0,0,0,0,0,0,1
4,1,02:30,0,0,0,0,0,0,0,0,0,1
4,1,02:45,0,0,0,0,0,0,0,0,0,1
4,1,02:00,0,0,0,0,0,0,0,0,0,1
4,1,03:15,0,0,0,0,0,0,0,0,0,1
4,1,03:30,0,0,0,0,0,0,0,0,0,1
4,1,03:45,0,0,0,0,0,0,0,0,0,1
4,1,03:00,0,0,0,0,0,0,0,0,0,1
4,1,04:15,0,0,0,0,0,0,0,0,0,1
4,1,04:30,0,0,0,0,0,0,0,0,0,1
4,1,04:45,0,0,0,0,0,0,0,0,0,1
4,1,04:00,0,0,0,0,0,0,0,0,0,1
4,1,05:15,0,0,0,0,0,0,0,0,0,1
4,1,05:30,0,0,0,0,0,0,0,0,0,1
4,1,05:45,0,0,0,0,0,0,0,0,0,1
4,1,05:00,0,0,0,0,0,0,0,0,0,1
4,1,06:15,0,0,0,0,0,0,0,0,0,1
4,1,06:30,0,0,0,0,0,0,0,0,0,1
4,1,06:45,0,0,0,0,0,0,0,0,0,1
4,1,06:00,0,0,0,0,0,0,0,0,0,1
4,1,07:15,0,0,0,0,0,0,0,0,0,1
4,1,07:30,1.75892,0.45286,0.04932,0.40354,0,0.2272,0.0059,0.22132,0,0.5333
4,1,07:45,14.42738,5.04182,1.64792,3.39388,36.7872,2.61998,0.26978,2.35016,5.87716,0.8
4,1,07:00,28.58752,12.56174,6.06934,6.4924,73.43912,9.13044,1.49132,7.63912,17.78532,1
4,1,08:15,42.24072,21.32876,12.2655,9.06324,101.56196,16.69106,4.72938,11.9617,38.77572,1
4,1,08:30,55.32846,30.60168,19.45756,11.1441,123.414,21.73004,8.51482,13.24468,53.92954,1
4,1,08:45,67.79484,39.96846,27.1431,12.82538,140.69606,29.32118,14.97968,14.35752,77.3472,1
4,1,08:00,79.58648,49.17594,34.98014,14.19586,154.55664,39.01448,23.7039,15.31754,104.5344,1
4,1,09:15,90.65282,58.0363,42.6847,15.3516,165.63786,46.98056,30.53982,16.44712,118.45612,1
4,1,09:30,100.94664,66.42412,50.07596,16.34816,174.53962,58.0054,38.5129,19.49246,134.09236,1
4,1,09:45,110.42372,74.2625,57.06846,17.19406,181.86296,61.82608,42.3507,19.47534,134.96348,1
4,1,09:00,119.04364,81.47516,63.56394,17.9112,187.91002,68.97256,47.53264,21.43994,140.45894,1
4,1,10:15,126.7694,87.9992,69.48374,18.51548,192.90232,72.71586,51.80158,20.91428,143.77486,1
4,1,10:30,133.568,93.7828,74.76384,19.019,197.0034,79.64546,56.59556,23.04992,149.07402,1
4,1,10:45,139.4103,98.78308,79.35184,19.43122,200.33548,82.9425,59.83786,23.10466,151.03252,1
4,1,10:00,144.27132,102.96502,83.20524,19.75978,202.98978,85.77274,62.78888,22.98386,153.13764,1
4,1,11:15,148.13016,106.30056,86.29004,20.01052,205.03394,89.2154,65.247,23.96838,154.9874,1
4,1,11:30,150.97042,108.76812,88.58004,20.18804,206.51716,91.10598,67.07566,24.03034,156.33296,1
4,1,11:45,152.7799,110.3519,90.05666,20.29528,207.474,91.96476,67.92134,24.0434,156.42918,1
4,1,11:00,153.55084,111.04198,90.70768,20.33428,207.92502,91.2473,62.9299,28.31736,144.1947,1
4,1,12:15,153.27992,110.81834,90.52242,20.29592,207.8668,89.95712,61.32038,28.63672,140.74782,1
4,1,12:30,151.96838,109.68414,89.50554,20.17858,207.30486,90.08328,64.96916,25.11416,150.4264,1
4,1,12:45,149.62176,107.6607,87.66788,19.99284,206.23172,86.94288,60.79224,26.15062,142.92326,1
4,1,12:00,146.25014,104.76058,85.02416,19.73644,204.62152,83.065,57.5736,25.4914,138.48276,1
4,1,13:15,141.86794,101.00252,81.59654,19.40598,202.43522,79.56718,54.75644,24.81074,135.76426,1
4,1,13:30,136.49392,96.41116,77.41456,18.9966,199.6175,77.38484,52.06572,25.3191,134.17406,1
4,1,13:45,130.15114,91.01796,72.51608,18.5019,196.09318,72.90426,48.7161,24.18816,131.64272,1
4,1,13:00,122.86668,84.8623,66.9526,17.9097,191.77454,67.73692,44.703,23.03396,127.9442,1
4,1,14:15,114.67174,77.99342,60.78898,17.20442,186.55156,62.339,40.22084,22.11816,123.3192,1
4,1,14:30,105.60142,70.4676,54.08942,16.37818,180.23184,54.65386,34.6336,20.02024,115.25868,1
4,1,14:45,95.6946,62.3576,46.95384,15.40374,172.62764,47.84086,29.712,18.51794,109.1249,1
4,1,14:00,84.99362,53.74664,39.47992,14.26672,163.38488,41.84102,24.81812,17.11102,102.57316,1
4,1,15:15,73.54432,44.72924,31.76466,12.9646,151.8523,35.95904,20.06092,15.89814,95.77616,1
4,1,15:30,61.39576,35.4405,23.99222,11.4483,137.27618,28.58336,15.39272,13.20856,87.9316,1
4,1,15:45,48.59986,26.08422,16.45872,9.6255,118.74392,20.95882,10.65408,10.3727,76.62028,1
4,1,15:00,35.2115,16.9685,9.55764,7.41084,94.67844,13.2766,4.96398,8.31972,48.5064,1
4,1,16:15,21.28786,8.63456,3.91082,4.72372,62.67078,7.31044,1.77744,5.533,28.17176,1
4,1,16:30,6.88604,2.11758,0.55292,1.56462,15.67996,1.48094,0.13192,1.349,3.86516,1
4,1,16:45,0,0,0,0,0,0,0,0,0,1
